title,content,url,source,published_date
Ribuan Calon Petugas SE2026 di Padang Ikuti Pelatihan Intensif,"BPS Padang menggelar pelatihan intensif bagi calon petugas Sensus Ekonomi 2026 yang akan diterjunkan ke lapangan. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). Peserta pelatihan dinyatakan lulus setelah melalui evaluasi pemahaman konsep dan praktik penggunaan aplikasi pendataan. ""Kami disiapkan betul, mulai dari cara bertanya sampai cara mengatasi responden yang menolak,"" ujar salah satu calon petugas. Pelatihan lanjutan akan digelar untuk menyegarkan kembali pemahaman petugas menjelang hari pertama pencacahan.",,IDN Times,2026-01-01
"Sosialisasi Sensus Ekonomi 2026 Digelar di Lumajang, Warga Diminta Kooperatif","Kementerian Koperasi dan UKM bersama BPS mengajak pelaku usaha mikro, kecil, dan menengah di Lumajang untuk berpartisipasi aktif dalam SE2026. Sebanyak 60 persen peserta sosialisasi di Lumajang mengaku baru memahami mekanisme sensus setelah mengikuti kegiatan tersebut. Petugas akan mengenakan tanda pengenal resmi dan seluruh data yang dikumpulkan dijamin kerahasiaannya sesuai Undang-Undang Statistik. ""Awalnya saya kira ini untuk pajak, ternyata untuk data statistik saja. Jadi lebih tenang,"" ujar salah seorang pelaku usaha di Lumajang. Sosialisasi akan terus digencarkan hingga tahap pencacahan lapangan dimulai.",,Warta Ekonomi,2026-01-21
BPS Manado: Sensus Ekonomi 2026 Jadi Rujukan Kebijakan Ekonomi Lima Tahun ke Depan,"Badan Pusat Statistik (BPS) resmi mencanangkan pelaksanaan Sensus Ekonomi 2026 (SE2026) di Manado, yang akan mencatat seluruh unit usaha mulai dari skala mikro hingga korporasi besar. Sensus ini merupakan yang ketujuh sejak pertama kali dilaksanakan pada 1986 dan menjadi rujukan utama penyusunan kebijakan ekonomi nasional maupun daerah. Pemerintah daerah Manado diminta turut mendukung sosialisasi program strategis nasional ini hingga ke tingkat kecamatan dan desa. ""Ini bukan sekadar pendataan, tapi investasi jangka panjang untuk kebijakan ekonomi yang lebih tepat sasaran,"" ujar salah satu akademisi yang hadir dalam acara pencanangan. Rangkaian sosialisasi akan terus dilakukan hingga tahap pencacahan lapangan dimulai pada pertengahan tahun.",,Warta Ekonomi,2026-01-05
BPS Ponorogo: Sensus Ekonomi 2026 Jadi Rujukan Kebijakan Ekonomi Lima Tahun ke Depan,"Pemerintah melalui BPS memulai rangkaian Sensus Ekonomi 2026 di Ponorogo sebagai bagian dari pendataan ekonomi nasional yang dilaksanakan setiap sepuluh tahun sekali. Sensus ini merupakan yang ketujuh sejak pertama kali dilaksanakan pada 1986 dan menjadi rujukan utama penyusunan kebijakan ekonomi nasional maupun daerah. Pemerintah daerah Ponorogo diminta turut mendukung sosialisasi program strategis nasional ini hingga ke tingkat kecamatan dan desa. ""Data yang akurat dari SE2026 akan menjadi dasar perencanaan pembangunan ekonomi ke depan,"" ujar Kepala BPS Ponorogo. Pelaksanaan SE2026 di Ponorogo ditargetkan rampung sesuai jadwal nasional yang telah ditetapkan.",,Sindonews,2026-01-22
Kupang Siap Sambut Pelaksanaan Sensus Ekonomi 2026,"Kegiatan pencanangan Sensus Ekonomi 2026 di Kupang berlangsung meriah dan dihadiri unsur pemerintah daerah, dunia usaha, serta akademisi. Kegiatan pencanangan turut menandai dimulainya tahapan sosialisasi masif ke masyarakat dan pelaku usaha di Kupang. Data yang dihasilkan nantinya akan digunakan sebagai dasar perencanaan pembangunan ekonomi lima tahun mendatang, termasuk penyusunan Produk Domestik Regional Bruto. ""Ini bukan sekadar pendataan, tapi investasi jangka panjang untuk kebijakan ekonomi yang lebih tepat sasaran,"" ujar salah satu akademisi yang hadir dalam acara pencanangan. Pelaksanaan SE2026 di Kupang ditargetkan rampung sesuai jadwal nasional yang telah ditetapkan.",,Kontan,2026-01-18
"Sosialisasi SE2026 di Ponorogo: Data Dijamin Rahasia, Bukan untuk Pajak","Kementerian Koperasi dan UKM bersama BPS mengajak pelaku usaha mikro, kecil, dan menengah di Ponorogo untuk berpartisipasi aktif dalam SE2026. BPS menegaskan data SE2026 hanya digunakan untuk kepentingan statistik dan tidak berkaitan dengan urusan perpajakan atau penegakan hukum. Sosialisasi turut melibatkan tokoh masyarakat setempat agar pesan tersampaikan lebih efektif ke pelaku usaha kecil. ""Kami akan terus turun ke lapangan agar tidak ada warga yang salah paham soal sensus ini,"" ujar petugas sosialisasi BPS. BPS Ponorogo membuka posko informasi bagi warga yang ingin bertanya lebih lanjut soal SE2026.",,Berita Satu,2026-01-01
BPS Lamongan Gelar Pelatihan Petugas Sensus Ekonomi 2026,"Ratusan calon petugas mengikuti pelatihan SE2026 di Lamongan selama beberapa hari guna memastikan kesiapan di lapangan. Sebanyak 120 ribu calon petugas di Lamongan mengikuti seleksi sebelum resmi ditugaskan sebagai petugas lapangan SE2026. Instruktur menekankan pentingnya sikap sopan dan profesional petugas saat mendatangi responden di lapangan. ""Petugas yang lolos pelatihan akan mendapatkan surat tugas resmi sebelum turun ke lapangan,"" ujar penanggung jawab pelatihan. Pelatihan lanjutan akan digelar untuk menyegarkan kembali pemahaman petugas menjelang hari pertama pencacahan.",,Kontan,2026-01-10
Perbankan di Solo Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Sejumlah lembaga perbankan di Solo menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Solo. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,CNN Indonesia,2026-01-10
Kediri Siap Sambut Pelaksanaan Sensus Ekonomi 2026,"Pemerintah melalui BPS memulai rangkaian Sensus Ekonomi 2026 di Kediri sebagai bagian dari pendataan ekonomi nasional yang dilaksanakan setiap sepuluh tahun sekali. Sensus ini merupakan yang ketujuh sejak pertama kali dilaksanakan pada 1986 dan menjadi rujukan utama penyusunan kebijakan ekonomi nasional maupun daerah. Kegiatan pencanangan turut menandai dimulainya tahapan sosialisasi masif ke masyarakat dan pelaku usaha di Kediri. ""Ini bukan sekadar pendataan, tapi investasi jangka panjang untuk kebijakan ekonomi yang lebih tepat sasaran,"" ujar salah satu akademisi yang hadir dalam acara pencanangan. Rangkaian sosialisasi akan terus dilakukan hingga tahap pencacahan lapangan dimulai pada pertengahan tahun.",,Detik,2026-01-26
"Sensus Ekonomi 2026 Dimulai, Blitar Jadi Salah Satu Lokasi Pencanangan","Pemerintah melalui BPS memulai rangkaian Sensus Ekonomi 2026 di Blitar sebagai bagian dari pendataan ekonomi nasional yang dilaksanakan setiap sepuluh tahun sekali. Data yang dihasilkan nantinya akan digunakan sebagai dasar perencanaan pembangunan ekonomi lima tahun mendatang, termasuk penyusunan Produk Domestik Regional Bruto. Sensus ini merupakan yang ketujuh sejak pertama kali dilaksanakan pada 1986 dan menjadi rujukan utama penyusunan kebijakan ekonomi nasional maupun daerah. ""Ini bukan sekadar pendataan, tapi investasi jangka panjang untuk kebijakan ekonomi yang lebih tepat sasaran,"" ujar salah satu akademisi yang hadir dalam acara pencanangan. BPS berharap seluruh pemangku kepentingan di Blitar dapat bersinergi menyukseskan program ini.",,Merdeka.com,2026-01-16
Pelatihan Petugas SE2026 di Madiun Tekankan Akurasi dan Etika Wawancara,"Proses rekrutmen dan pelatihan petugas SE2026 di Madiun mulai berjalan, menyasar warga lokal yang memenuhi kualifikasi. Peserta pelatihan dinyatakan lulus setelah melalui evaluasi pemahaman konsep dan praktik penggunaan aplikasi pendataan. Sebanyak 1,8 juta calon petugas di Madiun mengikuti seleksi sebelum resmi ditugaskan sebagai petugas lapangan SE2026. ""Kami disiapkan betul, mulai dari cara bertanya sampai cara mengatasi responden yang menolak,"" ujar salah satu calon petugas. Petugas yang lulus pelatihan akan diterjunkan ke lapangan begitu tahap pencacahan resmi dimulai.",,Investor Daily,2026-01-09
BPS Ingatkan Warga Bogor Waspada Modus Penipuan Berkedok Petugas Sensus,"BPS mengimbau masyarakat Bogor untuk lebih waspada terhadap oknum yang mengaku sebagai petugas Sensus Ekonomi 2026 namun tidak dilengkapi identitas resmi. BPS menegaskan seluruh petugas sah dibekali surat tugas dan tanda pengenal resmi ber-QR code yang dapat diverifikasi. Petugas resmi SE2026 tidak pernah meminta imbalan uang dalam bentuk apa pun kepada responden. ""Kalau ragu, warga bisa langsung menghubungi kantor BPS Bogor untuk konfirmasi,"" kata perwakilan BPS. BPS berharap kewaspadaan masyarakat dapat menekan potensi penyalahgunaan nama sensus untuk kepentingan pribadi oknum tertentu.",,Madura Pos,2026-01-12
"Pencanangan Sensus Ekonomi 2026 Digelar di Yogyakarta, Catat Seluruh Unit Usaha","Pemerintah melalui BPS memulai rangkaian Sensus Ekonomi 2026 di Yogyakarta sebagai bagian dari pendataan ekonomi nasional yang dilaksanakan setiap sepuluh tahun sekali. Sensus ini merupakan yang ketujuh sejak pertama kali dilaksanakan pada 1986 dan menjadi rujukan utama penyusunan kebijakan ekonomi nasional maupun daerah. Kegiatan pencanangan turut menandai dimulainya tahapan sosialisasi masif ke masyarakat dan pelaku usaha di Yogyakarta. ""Data yang akurat dari SE2026 akan menjadi dasar perencanaan pembangunan ekonomi ke depan,"" ujar Kepala BPS Yogyakarta. Pelaksanaan SE2026 di Yogyakarta ditargetkan rampung sesuai jadwal nasional yang telah ditetapkan.",,Liputan6,2026-01-05
Banyuwangi Siap Sambut Pelaksanaan Sensus Ekonomi 2026,"Pemerintah melalui BPS memulai rangkaian Sensus Ekonomi 2026 di Banyuwangi sebagai bagian dari pendataan ekonomi nasional yang dilaksanakan setiap sepuluh tahun sekali. Data yang dihasilkan nantinya akan digunakan sebagai dasar perencanaan pembangunan ekonomi lima tahun mendatang, termasuk penyusunan Produk Domestik Regional Bruto. Pemerintah daerah Banyuwangi diminta turut mendukung sosialisasi program strategis nasional ini hingga ke tingkat kecamatan dan desa. ""Data yang akurat dari SE2026 akan menjadi dasar perencanaan pembangunan ekonomi ke depan,"" ujar Kepala BPS Banyuwangi. Pelaksanaan SE2026 di Banyuwangi ditargetkan rampung sesuai jadwal nasional yang telah ditetapkan.",,CNN Indonesia,2026-01-18
Akademisi: SE2026 di Jakarta Pusat Penting untuk Kebijakan Ekonomi Lokal,"Sejumlah lembaga perbankan di Jakarta Pusat menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. Data granular by name by address dari sensus dinilai dapat mempercepat proses analisis kelayakan usaha calon debitur. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Jakarta Pusat. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Validnews,2026-01-09
Persiapan SE2026: Pamekasan Rekrut dan Latih Petugas Lapangan,"BPS Pamekasan menggelar pelatihan intensif bagi calon petugas Sensus Ekonomi 2026 yang akan diterjunkan ke lapangan. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). Sebanyak 120 ribu calon petugas di Pamekasan mengikuti seleksi sebelum resmi ditugaskan sebagai petugas lapangan SE2026. ""Kualitas data sangat bergantung pada kesiapan petugas di lapangan,"" kata instruktur pelatihan BPS Pamekasan. BPS Pamekasan menargetkan seluruh petugas siap sebelum jadwal pencacahan nasional dimulai.",,Media Indonesia,2026-01-19
BPS Ambon Gencarkan Sosialisasi SE2026 hingga ke Tingkat Desa,"Kementerian Koperasi dan UKM bersama BPS mengajak pelaku usaha mikro, kecil, dan menengah di Ambon untuk berpartisipasi aktif dalam SE2026. Petugas akan mengenakan tanda pengenal resmi dan seluruh data yang dikumpulkan dijamin kerahasiaannya sesuai Undang-Undang Statistik. BPS menegaskan data SE2026 hanya digunakan untuk kepentingan statistik dan tidak berkaitan dengan urusan perpajakan atau penegakan hukum. ""Semakin lengkap data usaha yang tercatat, semakin tepat sasaran program bantuan dan pembinaan dari pemerintah,"" kata perwakilan BPS Ambon. BPS Ambon membuka posko informasi bagi warga yang ingin bertanya lebih lanjut soal SE2026.",,Kumparan,2026-01-23
"Pencanangan Sensus Ekonomi 2026 Digelar di Sumenep, Catat Seluruh Unit Usaha","Kegiatan pencanangan Sensus Ekonomi 2026 di Sumenep berlangsung meriah dan dihadiri unsur pemerintah daerah, dunia usaha, serta akademisi. Kegiatan pencanangan turut menandai dimulainya tahapan sosialisasi masif ke masyarakat dan pelaku usaha di Sumenep. Data yang dihasilkan nantinya akan digunakan sebagai dasar perencanaan pembangunan ekonomi lima tahun mendatang, termasuk penyusunan Produk Domestik Regional Bruto. ""Ini bukan sekadar pendataan, tapi investasi jangka panjang untuk kebijakan ekonomi yang lebih tepat sasaran,"" ujar salah satu akademisi yang hadir dalam acara pencanangan. Rangkaian sosialisasi akan terus dilakukan hingga tahap pencacahan lapangan dimulai pada pertengahan tahun.",,Okezone,2026-01-12
Bangkalan Siap Sambut Pelaksanaan Sensus Ekonomi 2026,"Pemerintah melalui BPS memulai rangkaian Sensus Ekonomi 2026 di Bangkalan sebagai bagian dari pendataan ekonomi nasional yang dilaksanakan setiap sepuluh tahun sekali. Pemerintah daerah Bangkalan diminta turut mendukung sosialisasi program strategis nasional ini hingga ke tingkat kecamatan dan desa. Sensus ini merupakan yang ketujuh sejak pertama kali dilaksanakan pada 1986 dan menjadi rujukan utama penyusunan kebijakan ekonomi nasional maupun daerah. ""Kami mengajak seluruh elemen masyarakat Bangkalan untuk mendukung kelancaran Sensus Ekonomi 2026,"" kata perwakilan BPS setempat. BPS berharap seluruh pemangku kepentingan di Bangkalan dapat bersinergi menyukseskan program ini.",,Okezone,2026-01-01
BPS Mojokerto Gelar Pelatihan Petugas Sensus Ekonomi 2026,"BPS Mojokerto menggelar pelatihan intensif bagi calon petugas Sensus Ekonomi 2026 yang akan diterjunkan ke lapangan. Sebanyak 480 ribu calon petugas di Mojokerto mengikuti seleksi sebelum resmi ditugaskan sebagai petugas lapangan SE2026. Instruktur menekankan pentingnya sikap sopan dan profesional petugas saat mendatangi responden di lapangan. ""Petugas yang lolos pelatihan akan mendapatkan surat tugas resmi sebelum turun ke lapangan,"" ujar penanggung jawab pelatihan. Pelatihan lanjutan akan digelar untuk menyegarkan kembali pemahaman petugas menjelang hari pertama pencacahan.",,Okezone,2026-01-07
BPS Jember Gencarkan Sosialisasi SE2026 hingga ke Tingkat Desa,"BPS menggelar sosialisasi Sensus Ekonomi 2026 di Jember guna memastikan masyarakat memahami tujuan dan manfaat sensus. BPS menegaskan data SE2026 hanya digunakan untuk kepentingan statistik dan tidak berkaitan dengan urusan perpajakan atau penegakan hukum. Sebanyak 16 persen peserta sosialisasi di Jember mengaku baru memahami mekanisme sensus setelah mengikuti kegiatan tersebut. ""Kami akan terus turun ke lapangan agar tidak ada warga yang salah paham soal sensus ini,"" ujar petugas sosialisasi BPS. Warga diimbau tidak ragu menerima kedatangan petugas resmi SE2026 di wilayah masing-masing.",,Republika,2026-01-18
"Sensus Ekonomi 2026 Dimulai, Yogyakarta Jadi Salah Satu Lokasi Pencanangan","Badan Pusat Statistik (BPS) resmi mencanangkan pelaksanaan Sensus Ekonomi 2026 (SE2026) di Yogyakarta, yang akan mencatat seluruh unit usaha mulai dari skala mikro hingga korporasi besar. Sensus ini merupakan yang ketujuh sejak pertama kali dilaksanakan pada 1986 dan menjadi rujukan utama penyusunan kebijakan ekonomi nasional maupun daerah. Kegiatan pencanangan turut menandai dimulainya tahapan sosialisasi masif ke masyarakat dan pelaku usaha di Yogyakarta. ""Ini bukan sekadar pendataan, tapi investasi jangka panjang untuk kebijakan ekonomi yang lebih tepat sasaran,"" ujar salah satu akademisi yang hadir dalam acara pencanangan. BPS berharap seluruh pemangku kepentingan di Yogyakarta dapat bersinergi menyukseskan program ini.",,Validnews,2026-01-15
"Sosialisasi SE2026 di Madiun: Data Dijamin Rahasia, Bukan untuk Pajak","Kementerian Koperasi dan UKM bersama BPS mengajak pelaku usaha mikro, kecil, dan menengah di Madiun untuk berpartisipasi aktif dalam SE2026. Sosialisasi turut melibatkan tokoh masyarakat setempat agar pesan tersampaikan lebih efektif ke pelaku usaha kecil. Sebanyak 63 persen peserta sosialisasi di Madiun mengaku baru memahami mekanisme sensus setelah mengikuti kegiatan tersebut. ""Semakin lengkap data usaha yang tercatat, semakin tepat sasaran program bantuan dan pembinaan dari pemerintah,"" kata perwakilan BPS Madiun. Warga diimbau tidak ragu menerima kedatangan petugas resmi SE2026 di wilayah masing-masing.",,Sindonews,2026-01-24
BPS Kupang: Sensus Ekonomi 2026 Jadi Rujukan Kebijakan Ekonomi Lima Tahun ke Depan,"Pemerintah melalui BPS memulai rangkaian Sensus Ekonomi 2026 di Kupang sebagai bagian dari pendataan ekonomi nasional yang dilaksanakan setiap sepuluh tahun sekali. Kegiatan pencanangan turut menandai dimulainya tahapan sosialisasi masif ke masyarakat dan pelaku usaha di Kupang. Data yang dihasilkan nantinya akan digunakan sebagai dasar perencanaan pembangunan ekonomi lima tahun mendatang, termasuk penyusunan Produk Domestik Regional Bruto. ""Ini bukan sekadar pendataan, tapi investasi jangka panjang untuk kebijakan ekonomi yang lebih tepat sasaran,"" ujar salah satu akademisi yang hadir dalam acara pencanangan. Pelaksanaan SE2026 di Kupang ditargetkan rampung sesuai jadwal nasional yang telah ditetapkan.",,Kompas.com,2026-01-03
BPS Yogyakarta Gencarkan Sosialisasi SE2026 hingga ke Tingkat Desa,"BPS menggelar sosialisasi Sensus Ekonomi 2026 di Yogyakarta guna memastikan masyarakat memahami tujuan dan manfaat sensus. Sosialisasi turut melibatkan tokoh masyarakat setempat agar pesan tersampaikan lebih efektif ke pelaku usaha kecil. Sebanyak 40 persen peserta sosialisasi di Yogyakarta mengaku baru memahami mekanisme sensus setelah mengikuti kegiatan tersebut. ""Awalnya saya kira ini untuk pajak, ternyata untuk data statistik saja. Jadi lebih tenang,"" ujar salah seorang pelaku usaha di Yogyakarta. Warga diimbau tidak ragu menerima kedatangan petugas resmi SE2026 di wilayah masing-masing.",,Warta Ekonomi,2026-01-04
Pemkab Ponorogo Teken Kerja Sama dengan BPS Dukung SE2026,"Pemda Ponorogo menyatakan komitmen penuh mendukung suksesnya pelaksanaan SE2026 di wilayahnya. Bupati/wali kota Ponorogo menyampaikan komitmen daerah dalam menyukseskan program strategis nasional ini. Sejumlah dinas terkait di Ponorogo dilibatkan untuk mempercepat proses koordinasi lapangan. ""Kami siap all-out mendukung BPS demi data yang akurat untuk perencanaan pembangunan daerah,"" ujar pejabat Pemkab Ponorogo. Kedua pihak sepakat melakukan evaluasi berkala selama proses pelaksanaan sensus berlangsung.",,Tribunnews,2026-01-16
Akademisi: SE2026 di Madiun Penting untuk Kebijakan Ekonomi Lokal,"Sejumlah lembaga perbankan di Madiun menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. Data granular by name by address dari sensus dinilai dapat mempercepat proses analisis kelayakan usaha calon debitur. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Madiun. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Tribunnews,2026-01-02
Perbankan di Lumajang Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Kalangan asosiasi pengusaha di Lumajang menyambut positif persiapan matang yang dilakukan BPS menjelang pelaksanaan SE2026. Data granular by name by address dari sensus dinilai dapat mempercepat proses analisis kelayakan usaha calon debitur. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Lumajang. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,Kumparan,2026-01-08
BPS Probolinggo: Sensus Ekonomi 2026 Jadi Rujukan Kebijakan Ekonomi Lima Tahun ke Depan,"Kegiatan pencanangan Sensus Ekonomi 2026 di Probolinggo berlangsung meriah dan dihadiri unsur pemerintah daerah, dunia usaha, serta akademisi. Kegiatan pencanangan turut menandai dimulainya tahapan sosialisasi masif ke masyarakat dan pelaku usaha di Probolinggo. Data yang dihasilkan nantinya akan digunakan sebagai dasar perencanaan pembangunan ekonomi lima tahun mendatang, termasuk penyusunan Produk Domestik Regional Bruto. ""Data yang akurat dari SE2026 akan menjadi dasar perencanaan pembangunan ekonomi ke depan,"" ujar Kepala BPS Probolinggo. BPS berharap seluruh pemangku kepentingan di Probolinggo dapat bersinergi menyukseskan program ini.",,Tempo,2026-01-08
Ribuan Calon Petugas SE2026 di Manado Ikuti Pelatihan Intensif,"BPS Manado menggelar pelatihan intensif bagi calon petugas Sensus Ekonomi 2026 yang akan diterjunkan ke lapangan. Sebanyak 750 ribu calon petugas di Manado mengikuti seleksi sebelum resmi ditugaskan sebagai petugas lapangan SE2026. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). ""Kualitas data sangat bergantung pada kesiapan petugas di lapangan,"" kata instruktur pelatihan BPS Manado. Pelatihan lanjutan akan digelar untuk menyegarkan kembali pemahaman petugas menjelang hari pertama pencacahan.",,The Jakarta Post,2026-01-24
Pemerintah Ajak Pelaku UMKM Palembang Aktif Berpartisipasi dalam SE2026,"Kementerian Koperasi dan UKM bersama BPS mengajak pelaku usaha mikro, kecil, dan menengah di Palembang untuk berpartisipasi aktif dalam SE2026. Partisipasi UMKM dinilai krusial karena sektor ini menyumbang lebih dari separuh produk domestik bruto nasional. Sebanyak 85 persen peserta sosialisasi di Palembang mengaku baru memahami mekanisme sensus setelah mengikuti kegiatan tersebut. ""Kami akan terus turun ke lapangan agar tidak ada warga yang salah paham soal sensus ini,"" ujar petugas sosialisasi BPS. Sosialisasi akan terus digencarkan hingga tahap pencacahan lapangan dimulai.",,Sindonews,2026-01-08
BPS Jakarta Selatan Gelar Pelatihan Petugas Sensus Ekonomi 2026,"BPS Jakarta Selatan menggelar pelatihan intensif bagi calon petugas Sensus Ekonomi 2026 yang akan diterjunkan ke lapangan. Sebanyak 85 ribu calon petugas di Jakarta Selatan mengikuti seleksi sebelum resmi ditugaskan sebagai petugas lapangan SE2026. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). ""Petugas yang lolos pelatihan akan mendapatkan surat tugas resmi sebelum turun ke lapangan,"" ujar penanggung jawab pelatihan. BPS Jakarta Selatan menargetkan seluruh petugas siap sebelum jadwal pencacahan nasional dimulai.",,Investor Daily,2026-01-02
Perbankan di Denpasar Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Kalangan asosiasi pengusaha di Denpasar menyambut positif persiapan matang yang dilakukan BPS menjelang pelaksanaan SE2026. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Denpasar. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,CNBC Indonesia,2026-01-04
"Pencanangan Sensus Ekonomi 2026 Digelar di Bekasi, Catat Seluruh Unit Usaha","Kegiatan pencanangan Sensus Ekonomi 2026 di Bekasi berlangsung meriah dan dihadiri unsur pemerintah daerah, dunia usaha, serta akademisi. Data yang dihasilkan nantinya akan digunakan sebagai dasar perencanaan pembangunan ekonomi lima tahun mendatang, termasuk penyusunan Produk Domestik Regional Bruto. Sensus ini merupakan yang ketujuh sejak pertama kali dilaksanakan pada 1986 dan menjadi rujukan utama penyusunan kebijakan ekonomi nasional maupun daerah. ""Kami mengajak seluruh elemen masyarakat Bekasi untuk mendukung kelancaran Sensus Ekonomi 2026,"" kata perwakilan BPS setempat. BPS berharap seluruh pemangku kepentingan di Bekasi dapat bersinergi menyukseskan program ini.",,CNBC Indonesia,2026-01-17
Gresik Siap Sambut Pelaksanaan Sensus Ekonomi 2026,"Badan Pusat Statistik (BPS) resmi mencanangkan pelaksanaan Sensus Ekonomi 2026 (SE2026) di Gresik, yang akan mencatat seluruh unit usaha mulai dari skala mikro hingga korporasi besar. Pemerintah daerah Gresik diminta turut mendukung sosialisasi program strategis nasional ini hingga ke tingkat kecamatan dan desa. Sensus ini merupakan yang ketujuh sejak pertama kali dilaksanakan pada 1986 dan menjadi rujukan utama penyusunan kebijakan ekonomi nasional maupun daerah. ""Ini bukan sekadar pendataan, tapi investasi jangka panjang untuk kebijakan ekonomi yang lebih tepat sasaran,"" ujar salah satu akademisi yang hadir dalam acara pencanangan. Pelaksanaan SE2026 di Gresik ditargetkan rampung sesuai jadwal nasional yang telah ditetapkan.",,Merdeka.com,2026-01-27
BPS Solo Gencarkan Sosialisasi SE2026 hingga ke Tingkat Desa,"Kementerian Koperasi dan UKM bersama BPS mengajak pelaku usaha mikro, kecil, dan menengah di Solo untuk berpartisipasi aktif dalam SE2026. Sebanyak 67 persen peserta sosialisasi di Solo mengaku baru memahami mekanisme sensus setelah mengikuti kegiatan tersebut. Partisipasi UMKM dinilai krusial karena sektor ini menyumbang lebih dari separuh produk domestik bruto nasional. ""Awalnya saya kira ini untuk pajak, ternyata untuk data statistik saja. Jadi lebih tenang,"" ujar salah seorang pelaku usaha di Solo. BPS Solo membuka posko informasi bagi warga yang ingin bertanya lebih lanjut soal SE2026.",,Antara News,2026-01-19
Medan Siap Sambut Pelaksanaan Sensus Ekonomi 2026,"Badan Pusat Statistik (BPS) resmi mencanangkan pelaksanaan Sensus Ekonomi 2026 (SE2026) di Medan, yang akan mencatat seluruh unit usaha mulai dari skala mikro hingga korporasi besar. Sensus ini merupakan yang ketujuh sejak pertama kali dilaksanakan pada 1986 dan menjadi rujukan utama penyusunan kebijakan ekonomi nasional maupun daerah. BPS menargetkan seluruh unit usaha di Medan, baik yang berbadan hukum maupun tidak, dapat tercatat dalam basis data SE2026. ""Data yang akurat dari SE2026 akan menjadi dasar perencanaan pembangunan ekonomi ke depan,"" ujar Kepala BPS Medan. Rangkaian sosialisasi akan terus dilakukan hingga tahap pencacahan lapangan dimulai pada pertengahan tahun.",,Berita Satu,2026-01-02
Pemda Sidoarjo Perkuat Dukungan untuk Suksekan Sensus Ekonomi 2026,"Pemerintah Kabupaten Sidoarjo menandatangani nota kesepahaman dengan BPS setempat untuk memperkuat dukungan pelaksanaan Sensus Ekonomi 2026. Kerja sama tersebut mencakup penyediaan data sekunder wilayah dan fasilitasi akses ke kawasan usaha. Sejumlah dinas terkait di Sidoarjo dilibatkan untuk mempercepat proses koordinasi lapangan. ""Sinergi antara BPS dan pemerintah daerah sangat menentukan keberhasilan sensus ini,"" kata Kepala BPS Sidoarjo. Kerja sama ini diharapkan mempercepat penyelesaian tahapan SE2026 di Sidoarjo.",,IDN Times,2026-01-21
